school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3,StudentID,Cluster
"GP;""M"";16;""U"";""GT3"";""T"";3;3;""other"";""services"";""home"";""father"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;4;2;1;1;5;0;""13"";""14"";13",118,0
"GP;""M"";17;""R"";""GT3"";""T"";1;3;""other"";""other"";""course"";""father"";3;2;1;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;2;4;1;4;5;20;""9"";""7"";8",119,1
"GP;""M"";15;""U"";""GT3"";""T"";3;4;""other"";""other"";""reputation"";""father"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;4;3;1;2;4;6;""14"";""13"";13",120,0
"GP;""F"";15;""U"";""GT3"";""T"";1;2;""at_home"";""services"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";3;2;3;1;2;1;2;""16"";""15"";15",121,2
"GP;""M"";15;""U"";""GT3"";""T"";2;2;""services"";""services"";""home"";""father"";1;4;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";5;5;4;1;2;5;6;""16"";""14"";15",122,0
"GP;""F"";16;""U"";""LE3"";""T"";2;4;""other"";""health"";""course"";""father"";2;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;2;1;2;5;2;""13"";""13"";13",123,2
"GP;""M"";16;""U"";""GT3"";""T"";4;4;""health"";""other"";""course"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";3;4;4;1;4;5;18;""14"";""11"";13",124,0
"GP;""F"";16;""U"";""GT3"";""T"";2;2;""other"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";5;4;4;1;1;5;0;""8"";""7"";8",125,2
"GP;""M"";15;""U"";""GT3"";""T"";3;4;""services"";""services"";""home"";""father"";1;1;0;""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;5;5;3;2;5;0;""13"";""13"";12",126,0
"GP;""F"";15;""U"";""LE3"";""A"";3;4;""other"";""other"";""home"";""mother"";1;2;0;""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;3;2;1;1;1;0;""7"";""10"";11",127,2
"GP;""F"";19;""U"";""GT3"";""T"";0;1;""at_home"";""other"";""course"";""other"";1;2;3;""no"";""yes"";""no"";""no"";""no"";""no"";""no"";""no"";3;4;2;1;1;5;2;""7"";""8"";9",128,0
"GP;""M"";18;""R"";""GT3"";""T"";2;2;""services"";""other"";""reputation"";""mother"";1;1;2;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";3;3;3;1;2;4;0;""7"";""4"";0",129,1
"GP;""M"";16;""R"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";1;1;0;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";3;5;5;2;5;4;8;""18"";""18"";18",130,0
"GP;""F"";15;""R"";""GT3"";""T"";3;4;""services"";""teacher"";""course"";""father"";2;3;2;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;2;2;2;2;5;0;""12"";""0"";0",131,2
"GP;""F"";15;""U"";""GT3"";""T"";1;1;""at_home"";""other"";""course"";""mother"";3;1;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;3;3;1;2;4;0;""8"";""0"";0",132,2
"GP;""F"";17;""U"";""LE3"";""T"";2;2;""other"";""other"";""course"";""father"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";3;4;4;1;3;5;12;""10"";""13"";12",133,0
"GP;""F"";16;""U"";""GT3"";""A"";3;4;""services"";""other"";""course"";""father"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;2;1;1;4;5;16;""12"";""11"";11",134,2
"GP;""M"";15;""R"";""GT3"";""T"";3;4;""at_home"";""teacher"";""course"";""mother"";4;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""yes"";5;3;3;1;1;5;0;""9"";""0"";0",135,0
"GP;""F"";15;""U"";""GT3"";""T"";4;4;""services"";""at_home"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;3;1;1;5;0;""11"";""0"";0",136,2
"GP;""M"";17;""R"";""GT3"";""T"";3;4;""at_home"";""other"";""course"";""mother"";3;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";5;4;5;2;4;5;0;""10"";""0"";0",137,1
"GP;""F"";16;""U"";""GT3"";""A"";3;3;""other"";""other"";""course"";""other"";2;1;2;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;3;2;1;1;5;0;""4"";""0"";0",138,2
"GP;""M"";16;""U"";""LE3"";""T"";1;1;""services"";""other"";""course"";""mother"";1;2;1;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""yes"";4;4;4;1;3;5;0;""14"";""12"";12",139,1
"GP;""F"";15;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";2;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;2;1;1;5;0;""16"";""16"";15",140,2
"GP;""M"";15;""U"";""GT3"";""T"";4;3;""teacher"";""services"";""course"";""father"";2;4;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";2;2;2;1;1;3;0;""7"";""9"";0",141,0
"GP;""M"";16;""U"";""LE3"";""T"";2;2;""services"";""services"";""reputation"";""father"";2;1;2;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";2;3;3;2;2;2;8;""9"";""9"";9",142,1
"GP;""F"";15;""U"";""GT3"";""T"";4;4;""teacher"";""services"";""course"";""mother"";1;3;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;2;1;1;5;2;""9"";""11"";11",143,2
"GP;""F"";16;""U"";""LE3"";""T"";1;1;""at_home"";""at_home"";""course"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;4;4;3;3;1;2;""14"";""14"";13",144,2
"GP;""M"";17;""U"";""GT3"";""T"";2;1;""other"";""other"";""home"";""mother"";1;1;3;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;4;5;1;2;5;0;""5"";""0"";0",145,1
"GP;""F"";15;""U"";""GT3"";""T"";1;1;""other"";""services"";""course"";""father"";1;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";4;4;2;1;2;5;0;""8"";""11"";11",146,2
"GP;""F"";15;""U"";""GT3"";""T"";3;2;""health"";""services"";""home"";""father"";1;2;3;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;3;2;1;1;3;0;""6"";""7"";0",147,2
"GP;""F"";15;""U"";""GT3"";""T"";1;2;""at_home"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";4;3;2;1;1;5;2;""10"";""11"";11",148,2
"GP;""M"";16;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""no"";""yes"";""yes"";3;3;2;2;1;5;0;""7"";""6"";0",149,0
"GP;""M"";15;""U"";""LE3"";""A"";2;1;""services"";""other"";""course"";""mother"";4;1;3;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;5;5;2;5;5;0;""8"";""9"";10",150,0
"GP;""M"";18;""U"";""LE3"";""T"";1;1;""other"";""other"";""course"";""mother"";1;1;3;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";2;3;5;2;5;4;0;""6"";""5"";0",151,1
"GP;""M"";16;""U"";""LE3"";""T"";2;1;""at_home"";""other"";""course"";""mother"";1;1;1;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";4;4;4;3;5;5;6;""12"";""13"";14",152,1
"GP;""F"";15;""R"";""GT3"";""T"";3;3;""services"";""services"";""reputation"";""other"";2;3;2;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;1;2;3;3;8;""10"";""10"";10",153,2
"GP;""M"";19;""U"";""GT3"";""T"";3;2;""services"";""at_home"";""home"";""mother"";1;1;3;""no"";""yes"";""no"";""no"";""yes"";""no"";""yes"";""yes"";4;5;4;1;1;4;0;""5"";""0"";0",154,1
"GP;""F"";17;""U"";""GT3"";""T"";4;4;""other"";""teacher"";""course"";""mother"";1;1;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""yes"";4;2;1;1;1;4;0;""11"";""11"";12",155,2
"GP;""M"";15;""R"";""GT3"";""T"";2;3;""at_home"";""services"";""course"";""mother"";1;2;0;""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";""no"";4;4;4;1;1;1;2;""11"";""8"";8",156,0
"GP;""M"";17;""R"";""LE3"";""T"";1;2;""other"";""other"";""reputation"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";2;2;2;3;3;5;8;""16"";""12"";13",157,1
"GP;""F"";18;""R"";""GT3"";""T"";1;1;""at_home"";""other"";""course"";""mother"";3;1;3;""no"";""yes"";""no"";""yes"";""no"";""yes"";""no"";""no"";5;2;5;1;5;4;6;""9"";""8"";10",158,0
"GP;""M"";16;""R"";""GT3"";""T"";2;2;""at_home"";""other"";""course"";""mother"";3;1;0;""no"";""no"";""no"";""no"";""no"";""yes"";""no"";""no"";4;2;2;1;2;3;2;""17"";""15"";15",159,0
"GP;""M"";16;""U"";""GT3"";""T"";3;3;""other"";""services"";""course"";""father"";1;2;1;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";4;5;5;4;4;5;4;""10"";""12"";12",160,0
"GP;""M"";17;""R"";""LE3"";""T"";2;1;""at_home"";""other"";""course"";""mother"";2;1;2;""no"";""no"";""no"";""yes"";""yes"";""no"";""yes"";""yes"";3;3;2;2;2;5;0;""7"";""6"";0",161,1
"GP;""M"";15;""R"";""GT3"";""T"";3;2;""other"";""other"";""course"";""mother"";2;2;2;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;4;1;4;3;6;""5"";""9"";7",162,0
"GP;""M"";16;""U"";""LE3"";""T"";1;2;""other"";""other"";""course"";""mother"";2;1;1;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""no"";4;4;4;2;4;5;0;""7"";""0"";0",163,1
"GP;""M"";17;""U"";""GT3"";""T"";1;3;""at_home"";""services"";""course"";""father"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";5;3;3;1;4;2;2;""10"";""10"";10",164,1
"GP;""M"";17;""R"";""LE3"";""T"";1;1;""other"";""services"";""course"";""mother"";4;2;3;""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";""yes"";5;3;5;1;5;5;0;""5"";""8"";7",165,1
"GP;""M"";16;""U"";""GT3"";""T"";3;2;""services"";""services"";""course"";""mother"";2;1;1;""no"";""yes"";""no"";""yes"";""no"";""no"";""no"";""no"";4;5;2;1;1;2;16;""12"";""11"";12",166,0
"GP;""M"";16;""U"";""GT3"";""T"";2;2;""other"";""other"";""course"";""father"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""no"";""yes"";""no"";4;3;5;2;4;4;4;""10"";""10"";10",167,0
"GP;""F"";16;""U"";""GT3"";""T"";4;2;""health"";""services"";""home"";""father"";1;2;0;""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";4;2;3;1;1;3;0;""14"";""15"";16",168,2
"GP;""F"";16;""U"";""GT3"";""T"";2;2;""other"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";5;1;5;1;1;4;0;""6"";""7"";0",169,2
"GP;""F"";16;""U"";""GT3"";""T"";4;4;""health"";""health"";""reputation"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;2;1;1;3;0;""14"";""14"";14",170,2
"GP;""M"";16;""U"";""GT3"";""T"";3;4;""other"";""other"";""course"";""father"";3;1;2;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";3;4;5;2;4;2;0;""6"";""5"";0",171,0
"GP;""M"";16;""U"";""GT3"";""T"";1;0;""other"";""other"";""reputation"";""mother"";2;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;2;1;1;3;2;""13"";""15"";16",172,0
"GP;""M"";17;""U"";""LE3"";""T"";4;4;""teacher"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;4;1;3;5;0;""13"";""11"";10",173,1
"GP;""F"";16;""U"";""GT3"";""T"";1;3;""at_home"";""services"";""home"";""mother"";1;2;3;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;3;5;1;1;3;0;""8"";""7"";0",174,2
"GP;""F"";16;""U"";""LE3"";""T"";3;3;""other"";""other"";""reputation"";""mother"";2;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;5;1;1;4;4;""10"";""11"";9",175,2
"GP;""M"";17;""U"";""LE3"";""T"";4;3;""teacher"";""other"";""course"";""mother"";2;2;0;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;4;4;4;4;4;""10"";""9"";9",176,1
"GP;""F"";16;""U"";""GT3"";""T"";2;2;""services"";""other"";""reputation"";""mother"";2;2;0;""no"";""no"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";3;4;4;1;4;5;2;""13"";""13"";11",177,2
"GP;""M"";17;""U"";""GT3"";""T"";3;3;""other"";""other"";""reputation"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;3;4;1;4;4;4;""6"";""5"";6",178,1
"GP;""M"";16;""R"";""GT3"";""T"";4;2;""teacher"";""services"";""other"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;3;3;4;3;10;""10"";""8"";9",179,0
"GP;""M"";17;""U"";""GT3"";""T"";4;3;""other"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;2;3;1;1;2;4;""10"";""10"";11",180,1
"GP;""M"";16;""U"";""GT3"";""T"";4;3;""teacher"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";3;4;3;2;3;3;10;""9"";""8"";8",181,0
"GP;""M"";16;""U"";""GT3"";""T"";3;3;""services"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;3;1;2;3;2;""12"";""13"";12",182,0
"GP;""F"";17;""U"";""GT3"";""T"";2;4;""services"";""services"";""reputation"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";5;4;2;2;3;5;0;""16"";""17"";17",183,2
"GP;""F"";17;""U"";""LE3"";""T"";3;3;""other"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;3;3;2;3;1;56;""9"";""9"";8",184,0
"GP;""F"";16;""U"";""GT3"";""T"";3;2;""other"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";1;2;2;1;2;1;14;""12"";""13"";12",185,2
"GP;""M"";17;""U"";""GT3"";""T"";3;3;""services"";""services"";""other"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;4;2;3;4;12;""12"";""12"";11",186,1
"GP;""M"";16;""U"";""GT3"";""T"";1;2;""services"";""services"";""other"";""mother"";1;1;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";3;3;3;1;2;3;2;""11"";""12"";11",187,0
"GP;""M"";16;""U"";""LE3"";""T"";2;1;""other"";""other"";""course"";""mother"";1;2;0;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";4;2;3;1;2;5;0;""15"";""15"";15",188,1
"GP;""F"";17;""U"";""GT3"";""A"";3;3;""health"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";3;3;3;1;3;3;6;""8"";""7"";9",189,2
"GP;""M"";17;""R"";""GT3"";""T"";1;2;""at_home"";""other"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";3;1;3;1;5;3;4;""8"";""9"";10",190,1
"GP;""F"";16;""U"";""GT3"";""T"";2;3;""services"";""services"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;2;10;""11"";""12"";13",191,2
"GP;""F"";17;""U"";""GT3"";""T"";1;1;""at_home"";""services"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;3;0;""8"";""8"";9",192,2
"GP;""M"";17;""U"";""GT3"";""T"";1;2;""at_home"";""services"";""other"";""other"";2;2;0;""no"";""no"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";4;4;4;4;5;5;12;""7"";""8"";8",193,1
"GP;""M"";16;""R"";""GT3"";""T"";3;3;""services"";""services"";""reputation"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;2;3;4;5;8;""8"";""9"";10",194,0
"GP;""M"";16;""U"";""GT3"";""T"";2;3;""other"";""other"";""home"";""father"";2;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;3;0;""13"";""14"";14",195,0
"GP;""F"";17;""U"";""LE3"";""T"";2;4;""services"";""services"";""course"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;2;1;1;5;0;""14"";""15"";15",196,0
"GP;""M"";17;""U"";""GT3"";""T"";4;4;""services"";""teacher"";""home"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;2;3;1;2;5;4;""17"";""15"";16",197,1
"GP;""M"";16;""R"";""LE3"";""T"";3;3;""teacher"";""other"";""home"";""father"";3;1;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";3;3;4;3;5;3;8;""9"";""9"";10",198,0
"GP;""F"";17;""U"";""GT3"";""T"";4;4;""services"";""teacher"";""home"";""mother"";2;1;1;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;2;4;2;3;2;24;""18"";""18"";18",199,2
"GP;""F"";16;""U"";""LE3"";""T"";4;4;""teacher"";""teacher"";""reputation"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";4;5;2;1;2;3;0;""9"";""9"";10",200,2
"GP;""F"";16;""U"";""GT3"";""T"";4;3;""health"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;5;1;5;2;2;""16"";""16"";16",201,2
"GP;""F"";16;""U"";""GT3"";""T"";2;3;""other"";""other"";""reputation"";""mother"";1;2;0;""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";""no"";4;4;3;1;3;4;6;""8"";""10"";10",202,2
"GP;""F"";17;""U"";""GT3"";""T"";1;1;""other"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""no"";""yes"";""no"";""no"";4;4;4;1;3;1;4;""9"";""9"";10",203,2
"GP;""F"";17;""R"";""GT3"";""T"";2;2;""other"";""other"";""reputation"";""mother"";1;1;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;2;1;2;3;18;""7"";""6"";6",204,2
"GP;""F"";16;""R"";""GT3"";""T"";2;2;""services"";""services"";""reputation"";""mother"";2;4;0;""no"";""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";5;3;5;1;1;5;6;""10"";""10"";11",205,2
"GP;""F"";17;""U"";""GT3"";""T"";3;4;""at_home"";""services"";""home"";""mother"";1;3;1;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;3;3;4;5;28;""10"";""9"";9",206,2
"GP;""F"";16;""U"";""GT3"";""A"";3;1;""services"";""other"";""course"";""mother"";1;2;3;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";2;3;3;2;2;4;5;""7"";""7"";7",207,2
"GP;""F"";16;""U"";""GT3"";""T"";4;3;""teacher"";""other"";""other"";""mother"";1;2;0;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";1;3;2;1;1;1;10;""11"";""12"";13",208,2
"GP;""F"";16;""U"";""GT3"";""T"";1;1;""at_home"";""other"";""home"";""mother"";2;1;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";""no"";4;3;2;1;4;5;6;""9"";""9"";10",209,2
"GP;""F"";17;""R"";""GT3"";""T"";4;3;""teacher"";""other"";""reputation"";""mother"";2;3;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";4;4;2;1;1;4;6;""7"";""7"";7",210,2
"GP;""F"";19;""U"";""GT3"";""T"";3;3;""other"";""other"";""reputation"";""other"";1;4;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;1;2;3;10;""8"";""8"";8",211,0
"GP;""M"";17;""U"";""LE3"";""T"";4;4;""services"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";5;3;5;4;5;3;13;""12"";""12"";13",212,1
"GP;""F"";16;""U"";""GT3"";""A"";2;2;""other"";""other"";""reputation"";""mother"";1;2;0;""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";3;3;4;1;1;4;0;""12"";""13"";14",213,2
"GP;""M"";18;""U"";""GT3"";""T"";2;2;""services"";""other"";""home"";""mother"";1;2;1;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;4;2;4;5;15;""6"";""7"";8",214,1
"GP;""F"";17;""R"";""LE3"";""T"";4;4;""services"";""other"";""other"";""mother"";1;1;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";""no"";5;2;1;1;2;3;12;""8"";""10"";10",215,2
"GP;""F"";17;""U"";""LE3"";""T"";3;2;""other"";""other"";""reputation"";""mother"";2;2;0;""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";4;4;4;1;3;1;2;""14"";""15"";15",216,0
"GP;""F"";17;""U"";""GT3"";""T"";4;3;""other"";""other"";""reputation"";""mother"";1;2;2;""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";3;4;5;2;4;1;22;""6"";""6"";4",217,2
"GP;""M"";18;""U"";""LE3"";""T"";3;3;""services"";""health"";""home"";""father"";1;2;1;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";3;2;4;2;4;4;13;""6"";""6"";8",218,1
"GP;""F"";17;""U"";""GT3"";""T"";2;3;""at_home"";""other"";""home"";""father"";2;1;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";""no"";3;3;3;1;4;3;3;""7"";""7"";8",219,2
"GP;""F"";17;""U"";""GT3"";""T"";2;2;""at_home"";""at_home"";""course"";""mother"";1;3;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;4;4;""9"";""10"";10",220,2
"GP;""F"";17;""R"";""GT3"";""T"";2;1;""at_home"";""services"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;5;1;2;5;2;""6"";""6"";6",221,2
"GP;""F"";17;""U"";""GT3"";""T"";1;1;""at_home"";""other"";""reputation"";""mother"";1;3;1;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""yes"";4;3;4;1;1;5;0;""6"";""5"";0",222,2
"GP;""F"";16;""U"";""GT3"";""T"";2;3;""services"";""teacher"";""other"";""mother"";1;2;0;""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";2;3;1;1;1;3;2;""16"";""16"";17",223,2
"GP;""M"";18;""U"";""GT3"";""T"";2;2;""other"";""other"";""home"";""mother"";2;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";3;3;3;5;5;4;0;""12"";""13"";13",224,1
"GP;""F"";16;""U"";""GT3"";""T"";4;4;""teacher"";""services"";""home"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;3;2;1;1;5;0;""13"";""13"";14",225,2
"GP;""F"";18;""R"";""GT3"";""T"";3;1;""other"";""other"";""reputation"";""mother"";1;2;1;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;3;3;1;1;4;16;""9"";""8"";7",226,0
"GP;""F"";17;""U"";""GT3"";""T"";3;2;""other"";""other"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;3;4;1;3;3;10;""16"";""15"";15",227,2
"GP;""M"";17;""U"";""LE3"";""T"";2;3;""services"";""services"";""reputation"";""father"";1;2;0;""no"";""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";5;3;3;1;3;3;2;""12"";""11"";12",228,1
"GP;""M"";18;""U"";""LE3"";""T"";2;1;""at_home"";""other"";""course"";""mother"";4;2;0;""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;2;4;5;3;14;""10"";""8"";9",229,1
"GP;""F"";17;""U"";""GT3"";""A"";2;1;""other"";""other"";""course"";""mother"";2;3;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";3;2;3;1;2;3;10;""12"";""10"";12",230,2
"GP;""F"";17;""U"";""LE3"";""T"";4;3;""health"";""other"";""reputation"";""father"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";3;2;3;1;2;3;14;""13"";""13"";14",231,0
"GP;""M"";17;""R"";""GT3"";""T"";2;2;""other"";""other"";""course"";""father"";2;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;5;2;1;1;1;4;""11"";""11"";11",232,1
"GP;""M"";17;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""reputation"";""mother"";1;2;0;""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;5;5;1;3;2;14;""11"";""9"";9",233,1
"GP;""M"";16;""U"";""GT3"";""T"";4;4;""health"";""other"";""reputation"";""father"";1;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;4;2;4;1;2;""14"";""13"";13",234,0
"GP;""M"";16;""U"";""LE3"";""T"";1;1;""other"";""other"";""home"";""mother"";2;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";3;4;2;1;1;5;18;""9"";""7"";6",235,1
