school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3,StudentID,Cluster
"GP;""F"";19;""U"";""GT3"";""T"";1;1;""at_home"";""health"";""home"";""other"";1;3;2;""no"";""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";4;1;2;1;1;3;14;""15"";""13"";13",315,0
"GP;""F"";19;""R"";""GT3"";""T"";2;3;""other"";""other"";""reputation"";""other"";1;3;1;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";4;1;2;1;1;3;40;""13"";""11"";11",316,0
"GP;""F"";18;""U"";""GT3"";""T"";2;1;""services"";""other"";""course"";""mother"";2;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;2;1;0;""8"";""8"";0",317,0
"GP;""F"";18;""U"";""GT3"";""T"";4;3;""other"";""other"";""course"";""mother"";1;3;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;4;1;1;5;9;""9"";""10"";9",318,0
"GP;""F"";18;""U"";""GT3"";""T"";4;4;""teacher"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";4;4;4;3;3;5;2;""11"";""11"";11",320,0
"GP;""F"";17;""U"";""LE3"";""T"";0;2;""at_home"";""at_home"";""home"";""father"";2;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;3;3;2;3;2;0;""16"";""15"";15",325,0
"GP;""F"";17;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""mother"";2;3;0;""no"";""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";4;3;3;1;2;4;4;""14"";""14"";14",330,0
"GP;""F"";18;""U"";""GT3"";""T"";3;3;""services"";""services"";""home"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;4;1;1;4;0;""7"";""0"";0",333,0
"GP;""F"";18;""U"";""LE3"";""T"";2;2;""other"";""other"";""home"";""other"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";4;3;3;1;1;2;0;""8"";""8"";0",334,0
"GP;""F"";18;""R"";""GT3"";""T"";2;2;""at_home"";""other"";""course"";""mother"";2;4;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""no"";4;4;4;1;1;4;0;""10"";""9"";0",335,0
"GP;""F"";19;""R"";""GT3"";""A"";3;1;""services"";""at_home"";""home"";""other"";1;3;1;""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";""no"";5;4;3;1;2;5;12;""14"";""13"";13",337,0
"GP;""F"";18;""U"";""LE3"";""T"";3;3;""services"";""services"";""home"";""mother"";1;4;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;1;7;""16"";""15"";17",339,0
"GP;""F"";19;""U"";""GT3"";""T"";2;1;""services"";""services"";""home"";""other"";1;3;1;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";4;3;4;1;3;3;4;""11"";""12"";11",341,0
"GP;""F"";18;""U"";""GT3"";""T"";2;3;""at_home"";""other"";""course"";""mother"";1;3;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;2;3;4;""11"";""10"";10",345,0
"GP;""F"";18;""U"";""GT3"";""T"";3;2;""other"";""services"";""other"";""mother"";1;3;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";5;4;3;2;3;1;7;""13"";""13"";14",346,0
